"","subject","source","target","sent_date","sent_time","type"
"191","Can someone verify this behavior?","Isak.Baza@gastech.com.kronos","Sven.Flecha@gastech.com.kronos","2014-01-14","12:46:00 PM","Work related"
"192","Can someone verify this behavior?","Isak.Baza@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-14","12:46:00 PM","Work related"
"193","Can someone verify this behavior?","Isak.Baza@gastech.com.kronos","Lucas.Alcazar@gastech.com.kronos","2014-01-14","12:46:00 PM","Work related"
"194","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Lidelse.Dedos@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"195","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Brand.Tempestad@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"196","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Vira.Frente@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"197","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Isande.Borrasca@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"198","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Marin.Onda@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"199","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Gustav.Cazar@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"200","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Kare.Orilla@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"201","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Birgitta.Frente@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"202","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Elsa.Orilla@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"203","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Axel.Calzas@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"204","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Felix.Balas@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"205","Cased-hole inspection schedule","Marin.Onda@gastech.com.kronos","Adra.Nubarron@gastech.com.kronos","2014-01-13","10:46:00 AM","Work related"
"206","Catering?!?","Linda.Lagos@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-07","01:03:00 PM","Work related"
"207","Catering?!?","Linda.Lagos@gastech.com.kronos","Linda.Lagos@gastech.com.kronos","2014-01-07","01:03:00 PM","Work related"
"208","Catering?!?","Linda.Lagos@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-07","01:03:00 PM","Work related"
"209","Catering?!?","Linda.Lagos@gastech.com.kronos","Mat.Bramar@gastech.com.kronos","2014-01-17","01:41:00 PM","Work related"
"210","Catering?!?","Linda.Lagos@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-17","01:41:00 PM","Work related"
"211","Catering?!?","Linda.Lagos@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-07","01:03:00 PM","Work related"
"212","Catering?!?","Carla.Forluniau@gastech.com.kronos","Carla.Forluniau@gastech.com.kronos","2014-01-15","01:31:00 PM","Work related"
"213","Catering?!?","Carla.Forluniau@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-15","01:31:00 PM","Work related"
"214","Catering?!?","Linda.Lagos@gastech.com.kronos","Carla.Forluniau@gastech.com.kronos","2014-01-07","01:03:00 PM","Work related"
"215","Catering?!?","Linda.Lagos@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-17","01:41:00 PM","Work related"
"216","Catering?!?","Carla.Forluniau@gastech.com.kronos","Mat.Bramar@gastech.com.kronos","2014-01-15","01:31:00 PM","Work related"
"217","Catering?!?","Linda.Lagos@gastech.com.kronos","Carla.Forluniau@gastech.com.kronos","2014-01-17","01:41:00 PM","Work related"
"218","Catering?!?","Carla.Forluniau@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-15","01:31:00 PM","Work related"
"219","Catering?!?","Carla.Forluniau@gastech.com.kronos","Linda.Lagos@gastech.com.kronos","2014-01-15","01:31:00 PM","Work related"
"220","Catering?!?","Linda.Lagos@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-17","01:41:00 PM","Work related"
"221","Catering?!?","Linda.Lagos@gastech.com.kronos","Mat.Bramar@gastech.com.kronos","2014-01-07","01:03:00 PM","Work related"
"222","Catering?!?","Linda.Lagos@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-07","01:03:00 PM","Work related"
"223","Catering?!?","Carla.Forluniau@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-15","01:31:00 PM","Work related"
"224","Catering?!?","Linda.Lagos@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-17","01:41:00 PM","Work related"
"225","Catering?!?","Carla.Forluniau@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-15","01:31:00 PM","Work related"
"226","Catering?!?","Linda.Lagos@gastech.com.kronos","Linda.Lagos@gastech.com.kronos","2014-01-17","01:41:00 PM","Work related"
"227","Caution downtown","Cecilia.Morluniau@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-08","11:58:00 AM","Work related"
"228","Caution downtown","Adan.Morlun@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-07","04:18:00 PM","Work related"
"229","Caution downtown","Adan.Morlun@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-07","04:18:00 PM","Work related"
"230","Caution downtown","Cecilia.Morluniau@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-08","11:58:00 AM","Work related"
"231","Caution downtown","Adan.Morlun@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-07","04:18:00 PM","Work related"
"232","Caution downtown","Adan.Morlun@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-07","04:18:00 PM","Work related"
"233","Caution downtown","Cecilia.Morluniau@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-08","11:58:00 AM","Work related"
"234","Caution downtown","Adan.Morlun@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-07","04:18:00 PM","Work related"
"235","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Gustav.Cazar@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"236","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Lidelse.Dedos@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"237","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Inga.Ferro@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"238","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"239","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Kanon.Herrero@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"240","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Stenig.Fusil@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"241","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Isia.Vann@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"242","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Nils.Calixto@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"243","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Emile.Arpa@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"244","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"245","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Lucas.Alcazar@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"246","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Loreto.Bodrogi@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"247","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Sven.Flecha@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"248","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Hideki.Cocinaro@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"249","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Vira.Frente@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"250","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Cecilia.Morluniau@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"251","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Edvard.Vann@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"252","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Isande.Borrasca@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"253","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Felix.Balas@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"254","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"255","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Linnea.Bergen@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"256","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Sten.Sanjorge Jr.@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"257","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"258","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Varja.Lagos@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"259","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"260","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Brand.Tempestad@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"261","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"262","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"263","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"264","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Elsa.Orilla@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"265","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Axel.Calzas@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"266","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Lars.Azada@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"267","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"268","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Hennie.Osvaldo@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"269","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Birgitta.Frente@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"270","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Minke.Mies@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"271","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Felix.Resumir@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"272","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"273","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Adra.Nubarron@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"274","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Ada.Campo-Corrente@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"275","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"276","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Ingrid.Barranco@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"277","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Orhan.Strum@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"278","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Bertrand.Ovan@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"279","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"280","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Linda.Lagos@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"281","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"282","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Carla.Forluniau@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"283","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Mat.Bramar@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"284","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Marin.Onda@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"285","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"286","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"287","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Kare.Orilla@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"288","Changes to travel policy","Mat.Bramar@gastech.com.kronos","Willem.Vasco-Pais@gastech.com.kronos","2014-01-10","09:08:00 AM","Work related"
"289","Concert","Minke.Mies@gastech.com.kronos","Nils.Calixto@gastech.com.kronos","2014-01-13","10:58:00 AM","Non-work related"
"290","Concert","Kare.Orilla@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-10","10:24:00 AM","Non-work related"
"291","Concert tickets","Hennie.Osvaldo@gastech.com.kronos","Kanon.Herrero@gastech.com.kronos","2014-01-06","01:42:00 PM","Non-work related"
"292","Conference report","Sven.Flecha@gastech.com.kronos","Lucas.Alcazar@gastech.com.kronos","2014-01-14","02:41:00 PM","Non-work related"
"293","Conference report","Lucas.Alcazar@gastech.com.kronos","Nils.Calixto@gastech.com.kronos","2014-01-16","02:27:00 PM","Non-work related"
"294","Conference report","Nils.Calixto@gastech.com.kronos","Nils.Calixto@gastech.com.kronos","2014-01-16","01:38:00 PM","Non-work related"
"295","Conference report","Nils.Calixto@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-16","01:38:00 PM","Non-work related"
"296","Conference report","Sven.Flecha@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-14","02:41:00 PM","Non-work related"
"297","Conference report","Lucas.Alcazar@gastech.com.kronos","Lucas.Alcazar@gastech.com.kronos","2014-01-16","02:27:00 PM","Non-work related"
"298","Conference report","Nils.Calixto@gastech.com.kronos","Lucas.Alcazar@gastech.com.kronos","2014-01-16","01:38:00 PM","Non-work related"
"299","Conference report","Sven.Flecha@gastech.com.kronos","Sven.Flecha@gastech.com.kronos","2014-01-14","02:41:00 PM","Non-work related"
"300","Congratulations on your service anniversary","Dante.Coginian@gastech.com.kronos","Lucas.Alcazar@gastech.com.kronos","2014-01-06","02:05:00 PM","Work related"
"301","Congratulations on your service anniversary","Felix.Balas@gastech.com.kronos","Varja.Lagos@gastech.com.kronos","2014-01-09","11:14:00 AM","Work related"
"302","Copier","Emile.Arpa@gastech.com.kronos","Lucas.Alcazar@gastech.com.kronos","2014-01-10","11:03:00 AM","Work related"
"303","Coupon club","Anda.Ribera@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-15","01:23:00 PM","Non-work related"
"304","Coupon club","Anda.Ribera@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-15","01:23:00 PM","Non-work related"
"305","Coupon club","Anda.Ribera@gastech.com.kronos","Mat.Bramar@gastech.com.kronos","2014-01-15","01:23:00 PM","Non-work related"
"306","Coupon club","Cornelia.Lais@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-10","02:40:00 PM","Non-work related"
"307","Coupon club","Anda.Ribera@gastech.com.kronos","Carla.Forluniau@gastech.com.kronos","2014-01-15","01:23:00 PM","Non-work related"
"308","Coupon club","Anda.Ribera@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-15","01:23:00 PM","Non-work related"
"309","Coupon club","Cornelia.Lais@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-10","02:40:00 PM","Non-work related"
"310","Coupon club","Anda.Ribera@gastech.com.kronos","Linda.Lagos@gastech.com.kronos","2014-01-15","01:23:00 PM","Non-work related"
"311","Coupon club","Cornelia.Lais@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-10","02:40:00 PM","Non-work related"
"312","Coupon club","Cornelia.Lais@gastech.com.kronos","Carla.Forluniau@gastech.com.kronos","2014-01-10","02:40:00 PM","Non-work related"
"313","Coupon club","Cornelia.Lais@gastech.com.kronos","Mat.Bramar@gastech.com.kronos","2014-01-10","02:40:00 PM","Non-work related"
"314","Coupon club","Anda.Ribera@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-15","01:23:00 PM","Non-work related"
"315","Coupon club","Cornelia.Lais@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-10","02:40:00 PM","Non-work related"
